黑龙江省政法管理干部学院学报,Journal of Heilongjiang Administrative Cadre Institute of Politics and Law  흑룡강성정법관리간부학원학보,Hei Long Jiang Sheng Zheng Fa Guan Li Gan Bu Xue Yuan Xue Bao
中共乐山市委党校学报,Journal of the Party School of Leshan Municipal Committee of C.P.C  중공악산시위당교학보,Zhong Gong Le Shan Shi Wei Dang Xiao Xue Bao
中共南昌市委党校学报,Journal of the Party School of Nanchang CPC Committee,Zhong Gong Nan Chang Shi Wei Dang Xiao Xue Bao
中国检察官,ZHONGGUO JIANCHAGUAN  중국검찰관,Zhong Guo Jian Cha Guan
黑龙江省社会主义学院学报,HEILONGJIANGSHENG SHEHUIZHUYI XUEYUAN XUEBAO  흑룡강성사회주의학원학보,Hei Long Jiang Sheng She Hui Zhu Yi Xue Yuan Xue Bao
安徽警官职业学院学报,Journal of Anhui Vocational College of Police Officers  안휘경관직업학원학보,An Hui Jing Guan Zhi Ye Xue Yuan Xue Bao
中共合肥市委党校学报,Journal of The Party College of C.P.C Hefei Municipal Committee,Zhong Gong He Fei Shi Wei Dang Xiao Xue Bao
党史文汇,Materials from CPC History  당사문회,Dang Shi Wen Hui
学理论,Theory Research  학리론,Xue Li Lun
宗教学研究,Religious Studies  종학구,Zong Jiao Xue Yan Jiu
成都行政学院学报,Journal of Chengdu Institute of Public Administration  성도행정학원학보,Cheng Du Xing Zheng Xue Yuan Xue Bao
广州社会主义学院学报,Journal of Guangzhou Institute of Socialism  광주사회주의학원학보,Guang Zhou She Hui Zhu Yi Xue Yuan Xue Bao
中共伊犁州委党校学报,Journal of Yili Prefecture Communist Party Institute  중공이리주위당교학보,Zhong Gong Yi Li Zhou Wei Dang Xiao Xue Bao
周易研究,Studies of Zhouyi  주역구,Zhou Yi Yan Jiu
法国研究,Etudes Francaises  법국구,Fa Guo Yan Jiu
云南社会主义学院学报,Journal of the Socialism Institute of Yunnan  운남사회주의학원학보,Yun Nan She Hui Zhu Yi Xue Yuan Xue Bao
管子学刊,Guanzi Journal  관자학간,Guan Zi Xue Kan
辽宁公安司法管理干部学院学报,Journal of Liaoning Administrators College of Police and Justice  료녕공안사법관리간부학원학보,Liao Ning Gong An Si Fa Guan Li Gan Bu Xue Yuan Xue Bao
中共珠海市委党校珠海市行政学院学报,ZhongGong ZhuHai ShiWei DangXiao ZhuHaiShi XingZheng XueYuan XueBao  중공주해시위당교주해시행정학원학보,Zhong Gong Zhu Hai Shi Wei Dang Xiao Zhu Hai Shi Xing Zheng Xue Yuan Xue Bao
外国问题研究,Japanese Studies Forum  외국문제구,Ri Ben Xue Lun Tan
政策瞭望,ZHENGCE LIAOWANG  정책료망,Zheng Ce 瞭 Wang
攀登（汉文版）,Ascent  반등,Pan Deng
四川劳动保障,Sichuan Labour and Social Security  사천로동보장,Si Chuan Lao Dong Bao Zhang
重庆行政(公共论坛),Chongqing  Administration  중경행정(공공론단),Chong Qing Xing Zheng （ Gong Gong Lun Tan ）
